#ATLAS
#ATLAS-CONF-2013-089
#2 leptons, razor
#sqrt(s) = 8 TeV
#int(L) = 20.3 fb^-1

Inputfile:
XSect:           1.81756 fb
 Error:          0 fb
MCEvents:        1000
 SumOfWeights:   1.81756
 SumOfWeights2:  0.00330353
 NormEvents:     36.8965

Cut                          Sum_W       Sum_W2       Acc    N_Norm     
e_MR_mumu_J2_Z_R035_MR800    0.00181756  3.30353e-06  0.001  0.0368965  
e_MR_mumu_J2_Z_R05_MR400     0.00545269  9.9106e-06   0.003  0.11069    
e_MR_mumu_J2_Z_R05_MR600     0.00363512  6.60707e-06  0.002  0.073793   
e_MR_mumu_J2_Z_R05_MR800     0.00181756  3.30353e-06  0.001  0.0368965  
e_MR_mumu_J2_noZ_R035_MR400  0.00545269  9.9106e-06   0.003  0.11069    
e_MR_mumu_J2_noZ_R035_MR600  0.00363512  6.60707e-06  0.002  0.073793   
e_MR_mumu_J2_noZ_R035_MR800  0.00181756  3.30353e-06  0.001  0.0368965  
e_MR_mumu_J2_noZ_R05_MR400   0.00545269  9.9106e-06   0.003  0.11069    
e_MR_mumu_J2_noZ_R05_MR600   0.00363512  6.60707e-06  0.002  0.073793   
e_MR_mumu_J2_noZ_R05_MR800   0.00181756  3.30353e-06  0.001  0.0368965  
e_MR_mumu_J3_Z_R035_MR400    0           0            0      0          
e_MR_mumu_J3_Z_R035_MR600    0           0            0      0          
e_MR_mumu_J3_Z_R035_MR800    0           0            0      0          
e_MR_mumu_J3_Z_R05_MR400     0           0            0      0          
e_MR_mumu_J3_Z_R05_MR600     0           0            0      0          
e_MR_mumu_J3_Z_R05_MR800     0           0            0      0          
e_MR_mumu_J3_noZ_R035_MR400  0           0            0      0          
e_MR_mumu_J3_noZ_R035_MR600  0           0            0      0          
e_MR_mumu_J3_noZ_R035_MR800  0           0            0      0          
e_MR_mumu_J3_noZ_R05_MR400   0           0            0      0          
e_MR_mumu_J3_noZ_R05_MR600   0           0            0      0          
e_MR_mumu_J3_noZ_R05_MR800   0           0            0      0          
